# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LYLY1_2A010613	LYLY1_2A010613	LYLY1_2A010613T1	protein_coding	0	2	0	121	0	0	0	7	0	110	0	0	0	0	0	0	0	0	2	4
LYLY1_2A010617	LYLY1_2A010617	LYLY1_2A010617T2	protein_coding	0	1	0	20	5	0	0	1	0	11	0	0	0	0	0	0	0	0	1	3
LYLY1_2A010618	LYLY1_2A010618	LYLY1_2A010618T1	protein_coding	0	0	1	10	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	7
LYLY1_2A010619	LYLY1_2A010619	LYLY1_2A010619T1	protein_coding	0	0	1	11	0	0	0	4	0	6	1	0	0	0	0	0	0	0	0	1
LYLY1_2A010624	LYLY1_2A010624	LYLY1_2A010624T1	protein_coding	0	0	0	35	0	0	1	3	0	31	0	0	0	0	0	0	0	0	0	0
LYLY1_2A010626	LYLY1_2A010626	LYLY1_2A010626T2	protein_coding	0	4	7	33	0	0	0	17	0	0	7	0	0	0	0	0	0	0	4	16
LYLY1_2A010627	LYLY1_2A010627	LYLY1_2A010627T1	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
LYLY1_2A010628	LYLY1_2A010628	LYLY1_2A010628T1	protein_coding	0	0	1	9	0	0	0	5	0	3	1	0	0	0	0	0	0	0	0	1
LYLY1_2A010629	LYLY1_2A010629	LYLY1_2A010629T1	protein_coding	0	0	1	6	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4
LYLY1_2A010630	LYLY1_2A010630	LYLY1_2A010630T1	protein_coding	0	1	0	31	4	0	0	8	0	14	0	0	0	0	0	0	0	0	1	5
LYLY1_2A010631	LYLY1_2A010631	LYLY1_2A010631T1	protein_coding	0	1	1	25	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1	15
LYLY1_2A010636	LYLY1_2A010636	LYLY1_2A010636T5	protein_coding	0	1	0	37	0	0	0	2	0	33	0	0	0	0	0	0	0	0	1	2
LYLY1_2A010637	LYLY1_2A010637	LYLY1_2A010637T1	protein_coding	0	1	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	4
LYLY1_2A010638	LYLY1_2A010638	LYLY1_2A010638T1	protein_coding	0	0	0	16	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
LYLY1_2A010639	LYLY1_2A010639	LYLY1_2A010639T1	protein_coding	0	1	0	29	0	0	0	1	0	21	0	0	0	0	0	0	0	0	1	7
LYLY1_2A010641	LYLY1_2A010641	LYLY1_2A010641T1	protein_coding	0	0	0	21	2	0	1	4	0	14	0	0	0	0	0	0	0	0	0	0
LYLY1_2A010642	LYLY1_2A010642	LYLY1_2A010642T1	protein_coding	0	0	4	23	0	0	0	6	0	8	4	0	0	0	0	0	0	0	0	9
LYLY1_2A010643	LYLY1_2A010643	LYLY1_2A010643T1	protein_coding	0	1	2	27	0	0	0	1	0	24	2	0	0	1	0	0	0	0	1	2
LYLY1_2A010645	LYLY1_2A010645	LYLY1_2A010645T1	protein_coding	0	2	1	10	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	6
LYLY1_2A010647	LYLY1_2A010647	LYLY1_2A010647T1	protein_coding	0	4	0	53	0	0	0	4	0	43	0	0	0	1	0	0	0	0	3	7
LYLY1_2A010651	LYLY1_2A010651	LYLY1_2A010651T3	protein_coding	0	4	2	39	2	0	0	7	0	26	2	0	0	0	0	0	0	0	4	4
LYLY1_2A010652	LYLY1_2A010652	LYLY1_2A010652T1	protein_coding	0	1	0	22	0	1	5	7	0	0	0	0	0	0	0	0	0	0	0	10
LYLY1_2A010657	LYLY1_2A010657	LYLY1_2A010657T5	protein_coding	0	2	0	69	4	0	0	7	0	47	0	0	0	0	0	0	0	0	2	11
LYLY1_2A010668	LYLY1_2A010668	LYLY1_2A010668T11	protein_coding	0	2	0	69	0	0	0	7	0	55	0	0	0	0	0	0	0	0	2	7
LYLY1_2A010669	LYLY1_2A010669	LYLY1_2A010669T1	protein_coding	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A010671	LYLY1_2A010671	LYLY1_2A010671T1	protein_coding	0	1	2	89	0	0	0	13	0	70	2	0	0	1	0	0	0	0	1	6
LYLY1_2A010672	LYLY1_2A010672	LYLY1_2A010672T1	protein_coding	0	0	0	8	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2
LYLY1_2A010673	LYLY1_2A010673	LYLY1_2A010673T1	protein_coding	0	0	0	17	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	7
LYLY1_2A010674	LYLY1_2A010674	LYLY1_2A010674T1	protein_coding	0	0	0	11	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010675	LYLY1_2A010675	LYLY1_2A010675T1	protein_coding	0	0	0	26	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	7
LYLY1_2A010676	LYLY1_2A010676	LYLY1_2A010676T1	protein_coding	0	0	0	12	2	0	0	3	0	3	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010677	LYLY1_2A010677	LYLY1_2A010677T1	protein_coding	0	0	1	128	0	0	0	1	0	125	1	0	0	0	0	0	0	0	0	2
LYLY1_2A010678	LYLY1_2A010678	LYLY1_2A010678T1	protein_coding	0	0	0	70	8	0	0	7	0	54	0	0	0	0	0	0	0	0	0	1
LYLY1_2A010680	LYLY1_2A010680	LYLY1_2A010680T1	protein_coding	0	0	0	17	1	0	2	5	0	5	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010681	LYLY1_2A010681	LYLY1_2A010681T1	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010682	LYLY1_2A010682	LYLY1_2A010682T1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010683	LYLY1_2A010683	LYLY1_2A010683T1	protein_coding	0	1	1	25	0	0	0	14	0	2	1	0	0	0	0	0	0	0	1	9
LYLY1_2A010684	LYLY1_2A010684	LYLY1_2A010684T1	protein_coding	0	1	0	75	4	0	1	5	0	57	0	0	0	0	0	0	0	0	1	8
LYLY1_2A010685	LYLY1_2A010685	LYLY1_2A010685T1	protein_coding	0	0	0	32	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	9
LYLY1_2A010688	LYLY1_2A010688	LYLY1_2A010688T1	protein_coding	0	1	1	31	1	0	3	3	0	23	1	0	0	0	0	0	0	0	1	1
LYLY1_2A010692	LYLY1_2A010692	LYLY1_2A010692T2	protein_coding	0	1	0	30	0	0	0	2	0	25	0	0	0	0	0	0	0	0	1	3
LYLY1_2A010693	LYLY1_2A010693	LYLY1_2A010693T1	protein_coding	0	1	1	23	0	0	0	4	0	19	1	0	0	0	0	0	0	0	1	0
LYLY1_2A010696	LYLY1_2A010696	LYLY1_2A010696T3	protein_coding	0	0	0	44	0	0	0	7	0	16	0	0	0	0	0	0	0	0	0	21
LYLY1_2A010697	LYLY1_2A010697	LYLY1_2A010697T1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LYLY1_2A010698	LYLY1_2A010698	LYLY1_2A010698T1	protein_coding	0	0	0	30	0	0	0	4	0	26	0	0	0	0	0	0	0	0	0	0
LYLY1_2A010699	LYLY1_2A010699	LYLY1_2A010699T1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A010700	LYLY1_2A010700	LYLY1_2A010700T1	protein_coding	0	6	0	155	0	0	0	6	0	144	0	0	0	1	0	0	0	0	5	6
LYLY1_2A010707	LYLY1_2A010707	LYLY1_2A010707T7	protein_coding	0	3	1	17	0	0	0	5	0	9	1	0	0	2	0	0	0	0	2	4
LYLY1_2A010709	LYLY1_2A010709	LYLY1_2A010709T2	protein_coding	0	4	0	50	1	0	0	10	0	38	0	0	0	1	0	0	0	0	3	2
LYLY1_2A010710	LYLY1_2A010710	LYLY1_2A010710T1	protein_coding	0	0	2	24	0	0	0	4	0	16	2	0	0	0	0	0	0	0	0	4
LYLY1_2A010712	LYLY1_2A010712	LYLY1_2A010712T1	protein_coding	0	1	0	35	0	1	2	6	0	22	0	0	0	0	0	0	0	0	0	5
LYLY1_2A010714	LYLY1_2A010714	LYLY1_2A010714T1	protein_coding	0	3	2	90	2	0	0	22	0	52	2	0	0	0	0	0	0	0	3	14
LYLY1_2A010716	LYLY1_2A010716	LYLY1_2A010716T2	protein_coding	0	2	1	40	0	0	0	11	0	25	1	0	0	1	0	0	0	0	2	4
LYLY1_2A010717	LYLY1_2A010717	LYLY1_2A010717T1	protein_coding	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A010720	LYLY1_2A010720	LYLY1_2A010720T2	protein_coding	0	2	0	112	0	0	0	4	0	107	0	0	0	0	0	0	0	0	2	1
LYLY1_2A010722	LYLY1_2A010722	LYLY1_2A010722T1	protein_coding	0	1	3	49	1	0	1	5	0	30	3	0	0	0	0	0	0	0	1	12
LYLY1_2A010723	LYLY1_2A010723	LYLY1_2A010723T1	protein_coding	0	0	0	96	0	0	1	0	0	90	0	0	0	0	0	0	0	0	0	5
LYLY1_2A010724	LYLY1_2A010724	LYLY1_2A010724T1	protein_coding	0	2	6	332	0	0	0	4	0	323	6	0	0	0	0	0	0	0	2	5
LYLY1_2A010725	LYLY1_2A010725	LYLY1_2A010725T1	protein_coding	0	0	1	45	0	0	0	19	0	13	1	0	0	0	0	0	0	0	0	13
LYLY1_2A010726	LYLY1_2A010726	LYLY1_2A010726T1	protein_coding	0	1	0	9	0	0	0	4	0	4	0	0	0	1	0	0	0	0	0	2
LYLY1_2A010727	LYLY1_2A010727	LYLY1_2A010727T1	protein_coding	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6
LYLY1_2A010729	LYLY1_2A010729	LYLY1_2A010729T1	protein_coding	0	0	0	40	1	0	2	4	0	29	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010730	LYLY1_2A010730	LYLY1_2A010730T1	protein_coding	0	0	2	12	0	0	0	4	0	4	2	0	0	0	0	0	0	0	0	4
LYLY1_2A010732	LYLY1_2A010732	LYLY1_2A010732T1	protein_coding	0	1	4	64	0	0	0	7	0	44	4	0	0	0	0	0	0	0	1	13
LYLY1_2A010733	LYLY1_2A010733	LYLY1_2A010733T1	protein_coding	0	0	0	26	0	0	0	9	0	13	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010735	LYLY1_2A010735	LYLY1_2A010735T1	protein_coding	0	0	0	22	1	0	0	2	0	14	0	0	0	0	0	0	0	0	0	5
LYLY1_2A010736	LYLY1_2A010736	LYLY1_2A010736T1	protein_coding	0	2	2	57	0	0	0	26	0	0	2	0	0	0	0	0	0	0	2	31
LYLY1_2A010737	LYLY1_2A010737	LYLY1_2A010737T1	protein_coding	0	1	1	17	0	0	0	5	0	6	1	0	0	0	0	0	0	0	1	6
LYLY1_2A010739	LYLY1_2A010739	LYLY1_2A010739T1	protein_coding	0	7	10	131	6	0	0	17	0	106	10	0	0	1	0	0	0	0	6	3
LYLY1_2A010740	LYLY1_2A010740	LYLY1_2A010740T1	protein_coding	0	0	6	17	0	0	0	5	0	8	6	0	0	0	0	0	0	0	0	4
LYLY1_2A010741	LYLY1_2A010741	LYLY1_2A010741T1	protein_coding	0	0	0	48	1	0	0	6	0	35	0	0	0	0	0	0	0	0	0	6
LYLY1_2A010744	LYLY1_2A010744	LYLY1_2A010744T2	protein_coding	0	2	0	23	0	0	0	4	0	11	0	0	0	0	0	0	0	0	2	8
LYLY1_2A010745	LYLY1_2A010745	LYLY1_2A010745T1	protein_coding	0	1	0	20	0	0	0	5	0	9	0	0	0	0	0	0	0	0	1	6
LYLY1_2A010746	LYLY1_2A010746	LYLY1_2A010746T1	protein_coding	0	1	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0
LYLY1_2A010747	LYLY1_2A010747	LYLY1_2A010747T1	protein_coding	0	0	3	32	0	0	0	5	0	25	3	0	0	0	0	0	0	0	0	2
LYLY1_2A010749	LYLY1_2A010749	LYLY1_2A010749T2	protein_coding	0	1	1	37	1	0	1	6	0	22	1	0	0	0	0	0	0	0	1	7
LYLY1_2A010750	LYLY1_2A010750	LYLY1_2A010750T1	protein_coding	0	0	2	16	0	0	0	4	0	11	2	0	0	0	0	0	0	0	0	1
LYLY1_2A010751	LYLY1_2A010751	LYLY1_2A010751T1	protein_coding	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010755	LYLY1_2A010755	LYLY1_2A010755T2	protein_coding	0	1	0	48	2	0	0	2	0	38	0	0	0	0	0	0	0	0	1	6
LYLY1_2A010758	LYLY1_2A010758	LYLY1_2A010758T1	protein_coding	0	2	5	60	0	0	0	9	0	45	5	0	0	1	0	0	0	0	1	7
LYLY1_2A010759	LYLY1_2A010759	LYLY1_2A010759T1	protein_coding	0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6
LYLY1_2A010762	LYLY1_2A010762	LYLY1_2A010762T1	protein_coding	0	0	0	14	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	9
LYLY1_2A010765	LYLY1_2A010765	LYLY1_2A010765T1	protein_coding	0	1	0	37	0	0	0	15	0	20	0	0	0	0	0	0	0	0	1	2
LYLY1_2A010768	LYLY1_2A010768	LYLY1_2A010768T1	protein_coding	0	0	0	23	2	0	1	3	0	13	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010771	LYLY1_2A010771	LYLY1_2A010771T3	protein_coding	0	2	2	35	0	0	0	8	0	22	2	0	0	1	0	0	0	0	1	6
LYLY1_2A010772	LYLY1_2A010772	LYLY1_2A010772T1	protein_coding	0	0	1	18	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	12
LYLY1_2A010773	LYLY1_2A010773	LYLY1_2A010773T1	protein_coding	0	0	2	79	3	0	0	7	0	58	2	0	0	0	0	0	0	0	0	11
LYLY1_2A010775	LYLY1_2A010775	LYLY1_2A010775T2	protein_coding	0	0	0	37	3	0	0	3	0	31	0	0	0	0	0	0	0	0	0	0
LYLY1_2A010778	LYLY1_2A010778	LYLY1_2A010778T1	protein_coding	0	0	1	59	3	0	0	3	0	51	1	0	0	0	0	0	0	0	0	2
LYLY1_2A010779	LYLY1_2A010779	LYLY1_2A010779T1	protein_coding	0	0	0	16	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	3
LYLY1_2A010780	LYLY1_2A010780	LYLY1_2A010780T1	protein_coding	0	1	2	36	7	0	0	12	0	12	2	0	0	1	0	0	0	0	0	6
LYLY1_2A010782	LYLY1_2A010782	LYLY1_2A010782T2	protein_coding	0	0	3	89	0	0	0	4	0	74	3	0	0	0	0	0	0	0	0	11
LYLY1_2A010783	LYLY1_2A010783	LYLY1_2A010783T1	protein_coding	0	3	0	51	0	0	0	5	0	35	0	0	0	1	0	0	0	0	2	12
LYLY1_2A010784	LYLY1_2A010784	LYLY1_2A010784T1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A010786	LYLY1_2A010786	LYLY1_2A010786T2	protein_coding	0	3	1	29	0	1	1	2	0	19	1	0	0	2	0	0	0	0	1	8
LYLY1_2A010789	LYLY1_2A010789	LYLY1_2A010789T2	protein_coding	0	2	2	142	1	0	1	2	0	137	2	0	0	0	0	0	0	0	2	1
LYLY1_2A010791	LYLY1_2A010791	LYLY1_2A010791T2	protein_coding	0	4	0	36	0	0	0	8	0	9	0	0	0	1	0	0	0	0	3	20
LYLY1_2A010792	LYLY1_2A010792	LYLY1_2A010792T1	protein_coding	0	0	0	11	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010793	LYLY1_2A010793	LYLY1_2A010793T1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LYLY1_2A010794	LYLY1_2A010794	LYLY1_2A010794T1	protein_coding	0	1	1	10	0	0	0	8	0	0	1	0	0	0	0	0	0	0	1	2
LYLY1_2A010796	LYLY1_2A010796	LYLY1_2A010796T1	protein_coding	0	0	1	75	3	0	1	8	0	60	1	0	0	0	0	0	0	0	0	3
LYLY1_2A010798	LYLY1_2A010798	LYLY1_2A010798T1	protein_coding	0	0	1	41	0	0	0	4	0	33	1	0	0	0	0	0	0	0	0	4
LYLY1_2A010799	LYLY1_2A010799	LYLY1_2A010799T1	protein_coding	0	2	2	27	6	0	0	5	0	11	2	0	0	0	0	0	0	0	2	5
LYLY1_2A010800	LYLY1_2A010800	LYLY1_2A010800T1	protein_coding	0	1	0	11	0	0	0	7	0	2	0	0	0	0	0	0	0	0	1	2
LYLY1_2A010801	LYLY1_2A010801	LYLY1_2A010801T1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A010802	LYLY1_2A010802	LYLY1_2A010802T1	protein_coding	0	0	0	26	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	15
LYLY1_2A010805	LYLY1_2A010805	LYLY1_2A010805T3	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LYLY1_2A010806	LYLY1_2A010806	LYLY1_2A010806T1	protein_coding	0	4	3	420	0	0	0	8	0	405	3	0	0	2	0	0	0	0	3	8
LYLY1_2A010807	LYLY1_2A010807	LYLY1_2A010807T1	protein_coding	0	0	0	23	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13
LYLY1_2A010808	LYLY1_2A010808	LYLY1_2A010808T1	protein_coding	0	0	1	6	0	0	0	2	0	4	1	0	0	0	0	0	0	0	0	0
LYLY1_2A010810	LYLY1_2A010810	LYLY1_2A010810T1	protein_coding	0	0	0	81	0	0	0	8	0	63	0	0	0	0	0	0	0	0	0	10
LYLY1_2A010811	LYLY1_2A010811	LYLY1_2A010811T1	protein_coding	0	1	0	7	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	3
LYLY1_2A010812	LYLY1_2A010812	LYLY1_2A010812T1	protein_coding	0	3	0	35	0	0	0	3	0	27	0	0	0	0	0	0	0	0	3	5
LYLY1_2A010813	LYLY1_2A010813	LYLY1_2A010813T1	protein_coding	0	2	0	48	4	1	1	8	0	29	0	0	0	0	0	0	0	0	1	6
LYLY1_2A010815	LYLY1_2A010815	LYLY1_2A010815T2	protein_coding	0	0	0	20	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	5
LYLY1_2A010816	LYLY1_2A010816	LYLY1_2A010816T1	protein_coding	0	2	2	47	3	0	1	5	0	33	2	0	0	1	0	0	0	0	1	6
LYLY1_2A010817	LYLY1_2A010817	LYLY1_2A010817T1	protein_coding	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A010819	LYLY1_2A010819	LYLY1_2A010819T1	protein_coding	0	1	0	57	0	0	0	7	0	45	0	0	0	0	0	0	0	0	1	5
LYLY1_2A010823	LYLY1_2A010823	LYLY1_2A010823T1	protein_coding	0	1	0	16	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	1
LYLY1_2A010824	LYLY1_2A010824	LYLY1_2A010824T1	protein_coding	0	0	0	15	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5
LYLY1_2A010825	LYLY1_2A010825	LYLY1_2A010825T1	protein_coding	0	7	3	490	0	0	0	5	0	476	3	0	0	1	0	0	0	0	6	10
LYLY1_2A010827	LYLY1_2A010827	LYLY1_2A010827T1	protein_coding	0	0	1	22	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	10
LYLY1_2A010828	LYLY1_2A010828	LYLY1_2A010828T1	protein_coding	0	0	1	14	0	0	0	5	0	5	1	0	0	0	0	0	0	0	0	4
LYLY1_2A010829	LYLY1_2A010829	LYLY1_2A010829T1	protein_coding	0	1	0	18	0	0	0	9	0	8	0	0	0	0	0	0	0	0	1	1
LYLY1_2A010830	LYLY1_2A010830	LYLY1_2A010830T1	protein_coding	0	1	0	10	0	0	0	2	0	6	0	0	0	0	0	0	0	0	1	2
LYLY1_2A010832	LYLY1_2A010832	LYLY1_2A010832T2	protein_coding	0	0	0	10	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	5
LYLY1_2A010833	LYLY1_2A010833	LYLY1_2A010833T1	protein_coding	0	4	0	3	0	0	0	1	0	2	0	0	0	1	0	0	0	0	3	1
LYLY1_2A010834	LYLY1_2A010834	LYLY1_2A010834T1	protein_coding	0	0	0	15	1	0	0	6	0	2	0	0	0	0	0	0	0	0	0	6
LYLY1_2A010837	LYLY1_2A010837	LYLY1_2A010837T3	protein_coding	0	1	0	16	0	0	0	6	0	10	0	0	0	0	0	0	0	0	1	0
LYLY1_2A010838	LYLY1_2A010838	LYLY1_2A010838T1	protein_coding	0	1	0	21	6	1	3	6	0	0	0	0	0	0	0	0	0	0	0	6
LYLY1_2A010841	LYLY1_2A010841	LYLY1_2A010841T3	protein_coding	0	0	0	15	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	2
LYLY1_2A010842	LYLY1_2A010842	LYLY1_2A010842T1	protein_coding	0	4	0	331	0	0	0	5	0	320	0	0	0	0	0	0	0	0	4	6
LYLY1_2A010843	LYLY1_2A010843	LYLY1_2A010843T1	protein_coding	0	2	4	606	0	0	0	9	0	595	4	0	0	0	0	0	0	0	2	2
LYLY1_2A010847	LYLY1_2A010847	LYLY1_2A010847T1	protein_coding	0	0	0	10	1	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0
LYLY1_2A010848	LYLY1_2A010848	LYLY1_2A010848T1	protein_coding	0	1	1	304	0	0	0	9	0	295	1	0	0	0	0	0	0	0	1	0
LYLY1_2A010849	LYLY1_2A010849	LYLY1_2A010849T1	protein_coding	0	3	6	57	0	0	0	6	0	39	6	0	0	0	0	0	0	0	3	12
LYLY1_2A010850	LYLY1_2A010850	LYLY1_2A010850T1	protein_coding	0	5	0	63	7	2	2	13	0	37	0	0	0	0	0	0	0	0	3	4
LYLY1_2A010851	LYLY1_2A010851	LYLY1_2A010851T1	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
LYLY1_2A010853	LYLY1_2A010853	LYLY1_2A010853T2	protein_coding	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
LYLY1_2A010854	LYLY1_2A010854	LYLY1_2A010854T1	protein_coding	0	2	2	22	0	0	0	4	0	18	2	0	0	1	0	0	0	0	1	1
LYLY1_2A010861	LYLY1_2A010861	LYLY1_2A010861T1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A010862	LYLY1_2A010862	LYLY1_2A010862T1	protein_coding	0	0	2	27	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	16
LYLY1_2A010864	LYLY1_2A010864	LYLY1_2A010864T2	protein_coding	0	0	0	27	1	0	0	4	0	20	0	0	0	0	0	0	0	0	0	2
LYLY1_2A010865	LYLY1_2A010865	LYLY1_2A010865T1	protein_coding	0	0	0	125	0	0	0	5	0	117	0	0	0	0	0	0	0	0	0	3
LYLY1_2A010866	LYLY1_2A010866	LYLY1_2A010866T1	protein_coding	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5
LYLY1_2A010867	LYLY1_2A010867	LYLY1_2A010867T1	protein_coding	0	1	1	21	1	0	0	5	0	15	1	0	0	1	0	0	0	0	0	1
LYLY1_2A010873	LYLY1_2A010873	LYLY1_2A010873T4	protein_coding	0	1	1	152	3	0	0	9	0	130	1	0	0	0	0	0	0	0	1	10
LYLY1_2A010874	LYLY1_2A010874	LYLY1_2A010874T1	protein_coding	0	1	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	8
LYLY1_2A010877	LYLY1_2A010877	LYLY1_2A010877T2	protein_coding	0	0	0	32	2	0	0	10	0	8	0	0	0	0	0	0	0	0	0	12
LYLY1_2A010879	LYLY1_2A010879	LYLY1_2A010879T1	protein_coding	0	1	11	73	0	0	0	7	0	55	11	0	0	2	0	0	0	0	0	12
LYLY1_2A010880	LYLY1_2A010880	LYLY1_2A010880T1	protein_coding	0	0	0	14	2	0	0	2	0	6	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010883	LYLY1_2A010883	LYLY1_2A010883T2	protein_coding	0	1	0	65	0	0	0	24	0	37	0	0	0	1	0	0	0	0	0	5
LYLY1_2A010892	LYLY1_2A010892	LYLY1_2A010892T4	protein_coding	0	1	2	86	0	0	0	5	0	78	2	0	0	0	0	0	0	0	1	3
LYLY1_2A010894	LYLY1_2A010894	LYLY1_2A010894T2	protein_coding	0	5	5	56	0	0	0	10	0	19	5	0	0	0	0	0	0	0	5	27
LYLY1_2A010895	LYLY1_2A010895	LYLY1_2A010895T1	protein_coding	0	3	3	24	0	0	0	15	0	3	3	0	0	0	0	0	0	0	3	6
LYLY1_2A010896	LYLY1_2A010896	LYLY1_2A010896T1	protein_coding	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
LYLY1_2A010897	LYLY1_2A010897	LYLY1_2A010897T1	protein_coding	0	3	1	42	5	0	0	16	0	9	1	0	0	0	0	0	0	0	3	12
LYLY1_2A010902	LYLY1_2A010902	LYLY1_2A010902T1	protein_coding	0	2	0	195	0	0	0	15	0	164	0	0	0	0	0	0	0	0	2	16
LYLY1_2A010903	LYLY1_2A010903	LYLY1_2A010903T1	protein_coding	0	0	0	7	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0
LYLY1_2A010904	LYLY1_2A010904	LYLY1_2A010904T1	protein_coding	0	0	0	66	0	0	0	11	0	42	0	0	0	0	0	0	0	0	0	13
LYLY1_2A010905	LYLY1_2A010905	LYLY1_2A010905T1	protein_coding	0	0	1	26	0	0	0	4	0	15	1	0	0	0	0	0	0	0	0	7
LYLY1_2A010907	LYLY1_2A010907	LYLY1_2A010907T1	protein_coding	0	0	1	19	0	0	0	8	0	1	1	0	0	0	0	0	0	0	0	10
LYLY1_2A010908	LYLY1_2A010908	LYLY1_2A010908T1	protein_coding	0	1	2	16	0	0	0	3	0	10	2	0	0	0	0	0	0	0	1	3
LYLY1_2A010909	LYLY1_2A010909	LYLY1_2A010909T1	protein_coding	0	2	1	13	0	0	0	3	0	4	1	0	0	0	0	0	0	0	2	6
LYLY1_2A010912	LYLY1_2A010912	LYLY1_2A010912T2	protein_coding	0	0	0	26	3	0	0	10	0	9	0	0	0	0	0	0	0	0	0	4
LYLY1_2A010913	LYLY1_2A010913	LYLY1_2A010913T1	protein_coding	0	1	0	16	1	0	2	3	0	6	0	0	0	0	0	0	0	0	1	4
LYLY1_2A010914	LYLY1_2A010914	LYLY1_2A010914T1	protein_coding	0	3	1	21	0	0	0	2	0	18	1	0	0	0	0	0	0	0	3	1
LYLY1_2A010916	LYLY1_2A010916	LYLY1_2A010916T2	protein_coding	0	0	0	29	1	0	0	4	0	20	0	0	0	0	0	0	0	0	0	4
